source target similarity
E2F1 RELA 0.00192294357816
ZNF384 IRF5 0.00497210152306
SMAD7 NFYC 0.00275961823737
TRIM28 ASCL1 0.0160223722718
ECT2 E2F1 0.0041503193667
RELB TCF3 0.00340690859304
EGR3 MXD4 0.00554177588182
RELB EGR1 0.00477334641525
TCF7L2 NOS2 0.462897383836
IRF2 MEF2A 0.00349026433835
E2F2 TCF3 0.00313628431319
PATZ1 GTF2IRD1 0.00614688544752
MYCN THRB 0.00783354353666
PATZ1 SOX13 0.0252826449452
NKX2-5 MAFB 0.00933150296986
VDR SATB1 0.0228870818775
FOS SPI1 0.0056396513904
EBF1 TRIM28 0.00235744954774
GLI3 SOX13 0.023827229018
SREBF2 THRB 0.00943196362888
GLI3 ZNF148 0.00207864277977
IRF5 DDIT3 0.0118437162598
E2F2 STAT5A 0.00475890220445
SPI1 SRF 0.00405904899582
NFE2L2 MAZ 0.0041667081793
ZNF589 IKZF1 0.00592549199702
SMAD5 SP1 0.000909817327712
TAGLN TCF7L2 0.00824510313702
NFIB SOX9 0.00712845212731
ZNF384 IRF2 0.00330754699417
E2F1 ULK1 0.426690076345
STAT5A SOX13 0.0235977193916
NFE2L3 IRF1 0.00370189117901
GBX2 ZNF148 0.0011869875119
TP73 TFAP4 0.00531454609939
MAFG TCF7 0.00732088041361
FOS RBPJ 0.00303450922702
IRF1 DLX5 0.0509711470401
TBX5 STAT1 0.00372196321923
DDIT3 ZNF263 0.00216000045241
EGR3 CREM 0.00904990201801
TRIM28 FOS 0.00842414520772
TIMP1 HIF1A 0.00260868711741
HAND2 ZNF589 0.00621785695796
PAX3 PATZ1 0.00343880275774
EBF1 POU2F1 0.00690020947923
GTF2IRD1 NFYC 0.00273214102226
NHLH1 TCF7 0.00744499466391
ETV4 SP1 0.000951190044961
MAFG MXD3 0.00718490784856
THRB POU3F3 0.00605907689455
SPI1 POU2F1 0.00796260978046
MAZ DLX1 0.0254695991594
MEIS2 PATZ1 0.00384839591013
SP1 EPOR 0.308304414882
VDR REST 0.00653904106648
ELF1 GABPA 0.00223346275021
LMO2 GATA2 0.00612919643451
NR3C1 DDIT3 0.0109292854711
EGR3 IRF1 0.00601100511012
CREM IRF1 0.00372065444607
IRF2 DEAF1 0.00380306058929
SP1 CREB1 0.00236200677127
SP1 ACACA 0.348625569564
HSF2 POU3F3 0.0060903300841
STAT5A MXD4 0.00460395710804
ZNF148 ELK3 0.0126420749535
VDR EGR3 0.00794612764136
NR3C1 SP1 0.00123461205575
IRF5 SMAD1 0.00527855615015
CUX1 EGR1 0.00428476224271
FOXO1 POU2F1 0.00751875780794
TRIM28 SOX8 0.0244313977062
E2F1 PLK4 0.364676969202
ZNF217 STAT3 0.00197135160929
MXD4 POU2F1 0.00587297409322
TRIM28 CUX1 0.00421663412256
EGR2 NFE2L2 0.00378320848543
SOX4 REST 0.00401031334302
ZNF143 ZNF238 0.0083732943245
CEBPB EGR1 0.00590539048767
DEAF1 ZNF148 0.00201470848354
STAT3 NRF1 0.00286240481516
JUNB ELF1 0.00664970163249
MAZ SOX15 0.0133787910682
REST SOX9 0.00823872734382
SIRT6 FOS 0.00450474586573
CDK1 E2F1 0.0042749301884
SOX15 RUNX1 0.00946949569954
BIRC3 FOXO1 0.00161605761344
CREB1 LGALS8 0.816308964981
HAND2 TFAP4 0.00603113034882
ITGB2 REST 0.00361523938604
RELA SPI1 0.00508974722593
IRF8 ELF1 0.00644447852884
CTNNB1 NKD1 1.77732895283
RUNX1 NFIB 0.00478105591253
TFAP4 CEBPD 0.0117187625622
NRF1 CUX1 0.00331446742859
EGR1 SMAD7 0.00796697002423
DLX5 EGR3 0.00451880145175
EGR2 SATB1 0.0238459623843
ACAT2 FOXO1 0.00162655607767
SMAD1 SMAD5 0.00596977089912
DEAF1 STAT3 0.00332264732576
GABPA DLX5 0.0452992600261
LMO2 DLX5 0.0474088920796
EBF1 MEIS2 0.0100010772451
THRB IRF1 0.00355316956843
TRIM28 SOX12 0.0131506977589
LTF FOXJ1 0.0136495422332
NFIX MXD3 0.00698978275314
EGFR SP1 0.000572884093616
ULK1 E2F1 0.00411900954348
IRF2 DDIT3 0.0118264774316
SP1 ZNF354C 0.0357683031332
MAZ FOXJ1 0.0219778571802
EGR1 NHLH1 0.0196750326977
COL6A2 SMAD7 0.00400974149514
MAZ E2F1 0.0100408528262
REST TFAP4 0.00792405032153
FOXO1 CDK1 0.165852555926
EGR1 MAD1L1 0.00701960161202
CLU SP1 0.000562614789197
BACH1 DLX1 0.0214443844983
MEF2A RUNX1 0.0114240352755
TFCP2L1 CEBPB 0.00490646254301
IRF5 HINFP 0.00628430098913
STAT3 ZNF263 0.00304983063336
CREB1 CSRP2 0.92456519127
FOXO1 RARA 0.00746226901915
SP1 JUNB 0.00889720380918
HIF1A FOXO1 0.00299239513311
MXD3 DEAF1 0.00326749455269
SPI1 TCF3 0.00482769832896
NFYA IRF2 0.00413358841313
TRADD FOXO1 0.00160989647068
CREM RELB 0.00428510402148
ADAM19 RBPJ 0.00209215879128
HBP1 NFIX 0.00347299098475
GATA2 DLX2 0.0250358945287
FAS SP1 0.000581325420331
STAT2 RFX4 0.0119958542893
CEBPB EGR2 0.00639728692612
STAT3 SP1 0.00182504231294
FOXO1 CASP2 0.749911009449
IRF8 RB1 0.0198871005676
RELB GLI3 0.00680761331824
MAFG MXD4 0.00446676336219
CREM TRIM28 0.00193861657524
IRF8 ETV7 0.0155892036462
ZNF350 ZNF384 0.00266418669627
GLI3 CREB1 0.00143993052803
NFE2L2 RARA 0.0072242653525
IRF5 BACH1 0.00515943422198
STAT5A NFIB 0.00504982348468
REST TBX5 0.0349962748336
STAT1 MYCN 0.0149105564007
CREM IRF8 0.0066420022473
IGF2 EGR1 0.002609735074
STAT5A POU2F1 0.00725940298759
BACH1 PATZ1 0.0039674323643
VDR IRX5 0.0208313338143
GLI3 ZNF384 0.00329506506882
MAZ MXD4 0.00530304070512
RARA STAT1 0.00369479577543
E2F3 SMAD7 0.00583694022809
ETV6 SMAD5 0.0041833089028
CUX1 GLI3 0.00645437565384
EGR3 DEAF1 0.00501916964597
MAZ RARA 0.00842401233864
ZNF263 VDR 0.0102297161658
CREM EGR3 0.00484215751919
DLX1 MAFG 0.00296133872158
LMO2 ESRRA 0.00355726663922
RELA NOS2 0.431360480672
SOX12 IRF8 0.00640417199435
POU4F1 STAT3 0.0022181448783
SOX13 EGR3 0.004079841414
CTNNB1 NT5E 0.494445457144
POU2F1 EGR2 0.00630622854613
STAT5A ASCL1 0.0136920126203
PRDM1 E2F1 0.00768360591792
POU2F1 SP1 0.00129494641882
NFYC E2F2 0.0214633908497
MYCN LMO2 0.00598293382
PRDM1 STAT5A 0.00569230608433
DDIT3 GABPA 0.00209464930846
HSF2 PATZ1 0.00349832976636
IRX5 PATZ1 0.00366333793036
EGR3 TCF3 0.00606807900667
CTNNB1 BMP4 0.479636676637
DLX1 NFYA 0.00213465599618
IRF8 HOXB3 0.020107453522
PATZ1 ZNF238 0.00991531539327
MXD3 NFYC 0.00269285967344
ETV7 SATB1 0.0212547679892
HBP1 ETV7 0.0133731957268
SOX9 MAZ 0.00330956497765
SPI1 ZNF143 0.0017795945484
SP1 PARK7 0.569724500117
CDKN2A FANCD2 0.511615376994
POU2F1 SMAD7 0.00585762146283
MEIS2 MEF2A 0.0030350344963
VDR HIF1A 0.00459034141528
RBPJ HBB 1.81506443489
EBF3 HIF1A 0.00376543839952
MEIS2 IRF8 0.00666642279569
CREM ZNF148 0.00154145908653
FOS ZNF143 0.00179962525534
TBX5 ELK3 0.0109158177689
NFE2L3 ZNF217 0.0143408987425
ZNF263 E2F3 0.00786599215116
TCF3 TFAP4 0.00913504158832
RARA SPI1 0.00436335731236
EGR1 TRIM28 0.00358778580064
TBX5 MYCN 0.0136617269454
TCF7 DEAF1 0.00288127190031
PTGS2 CTNNB1 0.0015994716776
STAT3 IRF8 0.00888276452632
NFYA FOXO1 0.00297615813655
TCF3 SOX11 0.0191434965929
EGR1 BACH1 0.00656775138052
ETV4 RUNX1 0.00950120624196
STAT3 IRF2 0.00458965595161
TCF7 RFX2 0.0120430187708
ZNF384 NFIX 0.0034938910338
POU4F1 ELF1 0.00503877906837
RBPJ EGR1 0.00550033939615
TCF3 RELB 0.00584089754026
GLI3 TFAP4 0.00740265554041
LMO2 RUNX1 0.0113066528135
ETV7 SP1 0.00114727246102
ITGB2 NFIX 0.00314138447487
MYCN GABPA 0.00208002662339
MAD1L1 ZNF238 0.00777115570531
CEBPD SREBF2 0.00421610906905
JUNB E2F2 0.0216573697633
ZNF263 TFAP4 0.00876417628842
JUNB ATF1 0.00346382657594
ZNF263 GBX2 0.0394282100281
TFAP4 HNF4G 0.0236325546028
THRB DLX2 0.0223849355712
E2F3 ZNF143 0.00151192366509
ETV6 SP1 0.000951089596285
ESRRA E2F2 0.0196666798374
E2F3 ZNF148 0.00172436789599
SAA1 STAT3 0.00168080498645
BACH1 SP1 0.00112538042286
NFE2L2 HIF1A 0.00422166428346
E2F3 GBX2 0.0383480266129
NFIX HBP1 0.00341324667001
CREM CEBPB 0.0053753180192
ELF1 IRF5 0.0056009399687
SRF E2F1 0.00672443309597
FOXM1 NFE2L2 0.00244965110354
FOS EN1 0.0379780119048
ESRRA STAT5A 0.00508861840446
RUNX1 TCF3 0.00375134886183
ZNF148 STAT5A 0.00673724878627
ITGB2 CEBPB 0.00466721213309
SPI1 NFE2L2 0.00323880668209
EGR3 TP73 0.0274884342525
TFCP2L1 CEBPD 0.00904197155051
REST ZNF354C 0.0331861697589
SP1 RFC1 0.144836001685
MAZ GTF2IRD1 0.00635314839308
CTNNB1 DUSP6 1.57644911758
STAT2 ETV4 0.0112123891281
TRIM28 EBF1 0.00541055921468
NFYC NR3C1 0.0036272687884
TSHR GABPA 0.00156856064376
POU3F3 ETV4 0.0124545570899
REST MEIS2 0.0108497222766
SOX9 REST 0.00455008036094
E2F3 MYCN 0.0143594090555
ZNF238 IRF2 0.00342200963529
GATA2 MXD3 0.00700424182198
SRF ZNF589 0.00637514383269
EGR3 TRIM28 0.00352918837346
ELK3 SREBF2 0.00360059793716
ZNF238 PATZ1 0.0037184551849
STAT1 IRF1 0.00458428980696
SOX12 STAT2 0.00468916963343
RELB TBX5 0.0290723838872
SQLE FOXO1 0.00162362667964
RFX2 TFAP4 0.00482338739198
MAFB ZNF350 0.00410746861553
NFE2L2 TRIM28 0.00249225399609
RELB SP1 0.0011199211721
E2F3 NHLH1 0.0131139501866
MYCN SOX11 0.0155712306573
RUNX1 HBP1 0.00352785486165
VDR MAFB 0.0120212111065
GABPA MYBL2 0.0164757617815
STAT5A TCF3 0.00403838815733
EGR1 E2F3 0.00879661597435
MEF2A PRDM1 0.00546462252495
ETV4 IKZF1 0.00555572999552
ATF1 TERF1 0.00468135788295
NFYA PATZ1 0.00505890641216
SOX15 NFE2L2 0.00219823433336
MAFB ZNF143 0.00132188975027
CEBPB HP 1.08099167796
REST MXD4 0.00496402740788
TCF7 E2F1 0.0061062095123
THRB DEAF1 0.00299031903448
IRF1 NFYC 0.00321343439126
RUNX1 BRF1 0.00556399129843
MEF2A SMAD1 0.00511823481228
RUNX1 NFIX 0.00391979461579
TFEC BACH1 0.00377404289311
NRF1 JUNB 0.00489688454185
ZNF384 STAT3 0.00241002875973
BHLHE41 E2F1 0.00787592871127
CHURC1 STAT1 0.00302448576958
IRF8 PRDM1 0.00556796172502
FOXJ1 EBF1 0.00382053141615
EGR2 DEAF1 0.00503979154784
MCL1 SP1 0.000572868545738
SRF MEIS2 0.00931624948929
ARNTL NFYA 0.00181597960447
ZNF589 POU2F1 0.00597625016169
THRB DDIT3 0.0100035894537
SPI1 RFX4 0.013776698247
ZNF143 HSF1 0.00404459560867
HSF1 VDR 0.00680425156249
SREBF2 ZNF263 0.00322609124152
NFIX ZNF263 0.00230406165402
BRF1 MAFB 0.00897646253202
IRF8 CEBPD 0.0102651688115
SP1 MAFG 0.00497188327839
GATA2 SOX8 0.0221095341506
TCF3 GTF2IRD1 0.00625872115291
SREBF2 RELA 0.00177749125134
ZNF148 CREM 0.0085340427073
STAT3 PPAP2B 0.704195541871
SPI1 PATZ1 0.00554608921191
NFYA RFX4 0.0135854398176
VDR GBX2 0.0386767675751
SOX10 SREBF2 0.00292272284603
EGR3 MYCN 0.0190439351393
LMO2 MAD1L1 0.005318422485
CTNNB1 RCN1 0.721099792889
ASNS CTNNB1 0.0015708937823
STAT1 SOX4 0.0230221103927
MAZ HSF1 0.00510642191437
LMO2 ZNF148 0.00171323782053
RELB ESRRA 0.00354780028704
NKX2-5 ATF1 0.00279877739163
JUNB ZNF148 0.00194943808534
RBPJ FJX1 0.960394319511
STAT1 EBF3 0.0281367830198
NFYA EGR1 0.00629469548765
BHLHE41 MAFB 0.0107754007997
MEF2A NFIB 0.00481296631617
SPI1 CREB1 0.00149547206147
NFYA SOX4 0.0229422110047
TLR2 STAT5A 0.00352243421784
GLI3 VDR 0.00850936059014
IRX5 HMX1 0.0748627689771
CREM EBF3 0.0241030760731
NFYC SIRT6 0.00887910621373
SP1 CLU 1.01376592115
EGR1 SOX12 0.0147098348807
HAND2 VDR 0.00670582249766
SMAD1 TFAP4 0.00596342650373
EGR2 IRF1 0.00604512030651
TFCP2L1 STAT3 0.00235121143795
ELK3 MEF2A 0.0028810605496
MAZ PATZ1 0.00665143926005
MEF2A ZNF263 0.00237511394126
SOX9 ESRRA 0.00355401833214
STAT3 PRDM1 0.00655722598162
HSF1 BHLHE41 0.00414388937924
FOXM1 ZNF350 0.00434139837139
MAZ MXD3 0.00873976917956
EGR1 EBF1 0.00642361204178
MAFB BACH1 0.00497761172087
POU2F1 STAT2 0.00517007882305
JUNB SP1 0.00140042268923
NFIX TFAP4 0.00632675341502
GATA2 DDIT3 0.010788182811
ZNF238 MXD3 0.00655105449544
GATA2 CREM 0.00693775767263
HIF1A TIMP1 0.388512120056
VDR SRF 0.00412770283037
IRF1 EBF1 0.00499934442483
SREBF2 BHLHE41 0.00540145019741
HNF4G JUNB 0.00442156180064
ASCL1 E2F1 0.00672136747281
SP1 ARNTL 0.0257475823422
STAT3 NFYC 0.00359998982767
ZNF217 ZNF148 0.00114736248717
NRF1 NFYA 0.00220818899469
HNF4G ESRRA 0.00309687561902
EBF3 E2F3 0.00653514962329
STAT2 IL20RA 2.26708085624
STAT1 ITGB2 0.0150204224662
MYCN NFE2L2 0.00246027277518
EGR3 MAZ 0.00604364604355
ZNF143 IKZF1 0.00685879447334
HIF1A MXD4 0.00440165450724
RBPJ REST 0.00464768658124
E2F1 KIF23 0.571885332811
SOX11 DLX5 0.0436739774968
CTNNB1 ZYX 0.683410463598
FOXO1 GABPA 0.00243689174213
LMO2 IKZF1 0.00650535267566
STAT5A SSR3 0.335830378845
DLX2 IKZF1 0.00585318584295
RUNX1 LGALS3 0.615765710849
DLX1 MAZ 0.00288918899263
GATA2 EGR3 0.00538737565575
CDCA4 E2F3 0.00455344688414
CCL2 STAT1 0.00247306272857
JUNB VDR 0.00810060874276
GABPA SP1 0.00167888268785
STAT1 IL8 0.4085481717
FBXO5 E2F1 0.00430359521996
FOS SP1 0.00160639842241
REST SMAD1 0.00590699544848
EBF3 SMAD5 0.00436515398984
MXD3 REST 0.00455790358916
HIF1A CUX1 0.00360445746695
ZNF148 GATA2 0.00757514786692
DLX2 LTF 0.228123325901
ASCL1 SOX12 0.0114352802447
SOX8 EGR3 0.00397056011884
SP1 CDC25C 0.412174472332
MAFG MEF2A 0.003174594817
CREM JUNB 0.00501631065631
RUNX1 LMO2 0.00654333004054
NFE2L2 RELA 0.001555008976
CEBPD ATF1 0.00299803465824
RARA SOX13 0.022874750545
ETV4 LTF 0.226416399804
FOXJ1 HSF2 0.00549043754534
SOX15 STAT1 0.00323100727484
PATZ1 TRIM28 0.00305874629428
IRF1 ZNF148 0.00204347378338
RELA IRF2 0.00414873847257
VDR IKZF1 0.00882222937678
ZNF384 NFE2L2 0.00224388190081
CUX1 HIF1A 0.00335174844131
MYBL2 GTF2IRD1 0.00427571497926
ELF1 CD4 0.116251564879
NFYC BACH1 0.00514200739833
ESRRA EGR2 0.00553779140776
ZNF263 ARNTL 0.023441725294
HOXD3 SPI1 0.00367237326539
CEBPD PATZ1 0.00392161010676
ZNF350 EGR3 0.0043155330508
ZNF148 LMO2 0.00781984411401
DLX5 PRDM1 0.00454536837594
ZNF148 FOXO1 0.0032260120633
BHLHE41 FOXJ1 0.0188682339775
TRIM28 EGR2 0.00866853556919
ELF1 SRF 0.00352283513514
NFE2L3 ZNF143 0.00136502294053
STAT1 NR3C1 0.0037991710553
ATF1 MAD1L1 0.00532831487735
ZNF263 SOX8 0.0251134449815
IRF8 EGR2 0.0063522078715
STAT1 CDKN1A 0.0959999731809
RFX4 HSF2 0.00519122868476
RBPJ PATZ1 0.00395447563353
ZNF143 MEF2A 0.00332255473754
ELF1 E2F3 0.00631136700984
EGR3 NFE2L3 0.0122516467745
ATF1 SMAD7 0.00571996671769
REST ETV4 0.0134757758009
ZNF143 DLX2 0.0249792756156
FOXO1 ACAT2 0.212196745269
DLX2 FOS 0.00569692377339
GABPA GTF2A2 0.0125207400007
MAZ JUNB 0.00737406585989
POU4F1 EBF3 0.0219108964801
NFIX RARA 0.00640333897847
RELB ETV6 0.00430596869177
EGR1 ASCL1 0.0181245565689
SPI1 E2F1 0.00864635558094
EGR1 ETV6 0.00555547691224
SMAD1 E2F1 0.00715799048011
EGR3 EBF1 0.00622845319946
EN1 ZNF148 0.00117810440065
DLX2 ZNF263 0.00202208036688
TFAP4 SREBF2 0.00530365954147
TFAP4 MAFB 0.0112405898134
PATZ1 SRF 0.00435230309445
EGR2 MAD1L1 0.00688224137208
FOXO1 TRAF6 0.579388663352
MEIS2 EBF1 0.00404154254662
NFIB MAZ 0.00359948315462
CIITA STAT1 0.00244046872859
ZNF589 STAT3 0.00257330388138
ETV4 TRIM28 0.00171984481107
NFYA IKZF1 0.00757153061799
FOXO1 STAB1 0.530084923724
TCF3 FOXM1 0.0153025895445
MAZ NR3C1 0.00451596963676
ARNTL2 POU4F1 0.0412316465936
E4F1 ETV6 0.0037073882968
SP1 PTTG1 0.244314624687
NFE2L2 TFCP2L1 0.0167135195725
NFIX HOXD3 0.0198280103051
CREM STAT3 0.00251953525981
ZNF589 ZNF143 0.00137257897368
SPI1 HOXD3 0.021863527109
STAT2 SOX15 0.0101508672169
NFIX EGR2 0.0060571199106
NFYC PATZ1 0.0048390612112
NFYA HOXB3 0.0206946060293
NR3C1 DLX5 0.0477792305743
MAFB TCF3 0.00300398536845
TCF7 TCF7L2 0.00941839244306
BHLHE41 GLI3 0.00813209317318
VDR HSF1 0.00485981784903
HOXB3 IRF1 0.00345229429198
VDR SREBF2 0.0058944661718
CIZ1 FOS 0.00469572437985
COL6A1 SP1 0.000570364805526
ONECUT2 PATZ1 0.00322194820442
MAFG DLX1 0.0213326235249
CEBPD NR3C1 0.00334287753642
GLI3 STAT2 0.00551262440024
IKZF1 STAT5A 0.00611697451384
E2F2 EGR1 0.00432206264827
IRF8 RELB 0.00479809472716
PATZ1 MXD3 0.00861655174845
NFE2L2 IRF8 0.00787078682864
TFAP4 PATZ1 0.00526681626658
IRF1 HOXB3 0.0211582227811
STAT2 NFYC 0.0023970365427
CUX1 NR3C1 0.00316963843164
VDR ZNF384 0.00334070883133
MEIS2 E2F3 0.00607603960745
GATA2 NFYA 0.002469172424
IL20RA STAT2 0.00405293107455
GLI3 HIF1A 0.00406746887986
ZNF384 E2F2 0.0196078352483
PRDM1 STAT3 0.00314646226794
SOX11 EGR2 0.00479955543374
CDC25A CDKN1A 0.0919857039767
SRF ZNF217 0.0147012384575
TCF3 E2F2 0.0243319402978
EBF1 EBF3 0.0304236738429
REST GTF2A2 0.012801761728
RPIA FOXO1 0.00160989647068
NFIX ITGB2 0.0145654955446
REST ARX 0.0299810782517
LMO2 NFYC 0.00282644035654
SP1 MYBL2 0.0224453936463
LTF BACH1 0.00365215874311
SP1 SIRT6 0.0102634733543
E2F1 TFCP2L1 0.0186713110712
MXD4 HSF1 0.00364370774892
HTRA1 CTNNB1 0.0015708937823
ZNF143 ATF1 0.00312896939634
CDCA7 E2F2 0.015873197864
STAT3 ATF1 0.00360575969538
RB1 HIF1A 0.00306627292869
PATZ1 DLX5 0.056240362932
IRF8 SP1 0.0013008222916
NNMT STAT3 0.00165958345922
PATZ1 ZNF143 0.00190638965154
EGR1 MYCN 0.0193670507896
ZNF143 CUX1 0.00368610910534
ATF1 EGR3 0.00533553185375
RARA SOX11 0.0159665020509
SREBF2 ITGB2 0.0161232549552
TRIM28 TP73 0.0251959155516
ANGPTL2 CREB1 0.000840557350223
FOXO1 HOXB3 0.0224736230692
BHLHE41 NKX2-5 0.0408391292901
CEBPB NFIX 0.0040018326379
ETV4 ZNF148 0.00138132765274
DLX2 GLI3 0.00656140442222
ATF1 HNF4G 0.0219356996016
GABPA POU3F3 0.00661021133094
GABPA FOXO1 0.00237248478665
CEBPD TFCP2L1 0.0157035146425
FOXO1 REST 0.00573809624998
ZNF263 FOXJ1 0.0212038338431
MEIS2 NHLH1 0.01225920629
HES5 NOTCH1 0.019111946727
EGR1 TFAP4 0.00971057143948
TCF3 IRF1 0.00555779685432
MAFB ZNF148 0.00144002119645
GATA2 MAZ 0.00346845012134
HSF1 IKZF1 0.00626884501051
NFYA DLX2 0.0268575656311
TP73 ELF1 0.00531004778307
NFE2L2 RB1 0.0203254388443
IRF1 HSF1 0.00438455698725
E2F3 MCM5 0.191859698379
MAD1L1 TP73 0.0214000505619
EGR2 DLX2 0.03206746132
SPI1 MAFG 0.00391257123158
CHURC1 FOXM1 0.0104231967504
HOXD3 REST 0.00395764147721
ZNF589 CIZ1 0.00794481432864
MCM2 NOTCH1 0.019111946727
CTNNB1 PLAUR 0.428540097221
EN1 ARNTL2 0.00976656939238
POU3F3 SREBF2 0.00420224477203
CEBPB ZNF148 0.00184775373552
PAX3 NFYA 0.0020939910332
SREBF2 RUNX1 0.0138667765402
RARA NHLH1 0.0131629327208
RB1 TCF3 0.00255141898341
DLX5 SOX8 0.0210636678174
SOX11 GTF2IRD1 0.0045709672216
EGR1 ITGB2 0.0172977213873
STAT3 NKX2-5 0.0442189385564
POU4F1 E2F3 0.00522342110951
E2F3 CDCA7 0.316306666371
SIRT6 JUNB 0.00402494317532
FOXO1 MAFG 0.00373383685313
GBX2 SP1 0.000771262830876
SP1 HIF1A 0.00711377340324
TFAP4 EN1 0.0369960961641
MAZ ZNF238 0.010228906907
MAZ SP1 0.00200656716095
MXD4 ATF1 0.0027744527557
GLI3 TRIM28 0.00252900491218
IRX5 SREBF2 0.00387860097155
IRF2 STAT2 0.00530733037661
NFIB REST 0.00497920790328
HSF1 GLI3 0.00688589087718
E2F2 MCM6 0.154293207899
MAZ MYCN 0.0182649504386
STAT5A LONP1 0.179511938474
SOCS3 STAT5A 0.00355695395296
TFAP4 ITGB2 0.015640900203
E2F1 IKZF1 0.00856573545431
DUSP1 CREB1 0.000847283602553
GATA2 CIZ1 0.00807975900701
IKZF1 SOX12 0.0129710363496
ETV4 STAT1 0.00319774443601
IRF8 EBF3 0.0266010794959
E2F3 EBF3 0.0270616625246
SOX15 SREBF2 0.00357914343463
TBX5 IRF1 0.0039775912769
CEBPD PAX3 0.0256866912217
PATZ1 RFX4 0.0144597450639
MAFG HNF4G 0.0218947663849
HAND2 ELF1 0.00586551336476
NAIP CTNNB1 0.00170674808988
JUNB RUNX1 0.0124847525038
HAND2 EGR3 0.0052175424812
FOXM1 DLX1 0.0207120914816
STAT2 MAD1L1 0.00483394799507
IRF2 HINFP 0.0063118905585
TRIM28 IRF1 0.00526345005979
MEF2A ATF6 0.00412316039521
MAZ SOX4 0.0258067686853
IL8 RELA 0.000928566786847
MAFG RELA 0.00138249992393
RBPJ VDR 0.00678157082817
RBPJ SMTN 0.450586320358
EGR1 NFE2L2 0.00382129121615
MXD3 EGR3 0.0051670852201
ELK3 BHLHE41 0.0036775260547
ZNF143 SOX11 0.01636093117
IRF5 SMAD7 0.00586118285183
RELA STAT3 0.00343069809636
EN1 TCF3 0.00248926105742
ZNF148 TRIM28 0.0030624427891
ASCL1 DEAF1 0.00332485478004
EGR2 HSF1 0.00540472755253
CREB1 GLI3 0.00797579399819
TBX5 MAD1L1 0.0052245707741
ARX TRIM28 0.00144732258359
SPI1 CYBB 1.57400369211
SP1 HSF2 0.00800969103976
ETV7 ESRRA 0.00350429326065
NHLH1 RELA 0.00153004371182
JUNB IRF2 0.00409641286395
STAT5A SOX12 0.0125263866568
ASCL1 TBX5 0.029332373479
E2F3 FBXO5 0.148189899875
FOXJ1 TP73 0.0214455623658
GLI3 HNF4G 0.0233387549414
SOX9 POU3F3 0.00650260973594
DDIT3 MEIS2 0.00927862901011
ASCL1 PATZ1 0.00409870397694
FABP7 RBPJ 0.00197035045138
IRF5 TBX5 0.0315665931921
RELA MAFG 0.00356467868614
EGR1 HSF1 0.00545283074722
MYBL2 LMO2 0.00519217307244
GTF2IRD1 ESRRA 0.00368689353673
AKT1 TCF7L2 0.00814772779259
TP73 BHLHE41 0.00361561500071
TFCP2L1 ELF1 0.00526684070344
ETV4 E2F3 0.00581304229314
RELA NFE2L3 0.0101874570207
STAT3 EBF3 0.0307094105624
HOXD3 MAFG 0.00299500197754
ONECUT2 EGR3 0.00398255497739
SOX15 BACH1 0.00448599529126
TRIM28 CEBPD 0.0122149566284
MEF2A IRF1 0.00418104213288
ASCL1 NOTCH1 0.0197717188716
MCM7 E2F3 0.00455344688414
STAT5A NHLH1 0.0143351346672
ESRRA GLI3 0.00684891172192
EGR1 ZNF148 0.00294606307266
IRF1 HINFP 0.00629792651893
ZNF143 DDIT3 0.0111611386321
GABPA ETV7 0.0149631602785
ZNF384 IRF8 0.00641663691212
HNF4G BACH1 0.00427025316088
MXD4 NFYC 0.00251345829334
MAZ GABPA 0.00278483082354
HSF2 E2F1 0.00580868180215
GBX2 STAT1 0.00286351489066
JUNB SOX15 0.0119402049221
HOXB3 NHLH1 0.0114009090904
TFAP4 GATA2 0.00710368195642
CEBPD NHLH1 0.0126322257507
IRF2 IRF1 0.00505436913615
SPI1 RBPJ 0.00348856743768
EGR2 FOS 0.00966076927275
HAND2 TCF3 0.00364670943936
BHLHE41 GABPA 0.00230889254944
ETV6 TFAP4 0.00529158263807
SP1 SMAD5 0.00598511506462
POU2F1 FOXM1 0.0129873358784
SMAD5 IRF1 0.0033426060751
FOXJ1 BHLHE41 0.00392613366395
GLI3 HSF1 0.00439572623512
IRF1 NFYA 0.00281879213279
SMAD1 IRX5 0.0174591855967
RBPJ SPI1 0.00495045068651
TCF3 IRX5 0.0220209928179
FOXM1 IRX5 0.0175272782066
RELA ETV7 0.0161771786966
ZNF143 SOX4 0.0219858334317
CAPN2 TCF7L2 0.00814772779259
IRF2 RELB 0.00495410746985
FOXO1 RPIA 0.392981371709
GLUL CTNNB1 0.00157890545569
NHLH1 SREBF2 0.00484009152108
HBP1 SOX9 0.00656826462011
E2F1 AXIN2 0.263173976433
EN1 MYBL2 0.014800739701
ZNF263 JUNB 0.00701159786241
HOXB3 PATZ1 0.00344226088404
BHLHE41 JUNB 0.00603326886518
GATA2 MYBL2 0.0163739445516
JUNB GTF2IRD1 0.00532754740646
NR3C1 ZNF238 0.00850029302407
TFAP4 DDIT3 0.0124023897111
EBF1 VDR 0.00793195071433
EBF3 STAT5A 0.0051777798648
EGR1 NFIX 0.00547665361055
NHLH1 POU4F1 0.0476931318642
FOS IRF8 0.00840356009185
SPI1 BHLHE41 0.00522830483911
POU2F1 TFCP2L1 0.0164140114009
REST GBX2 0.0385360477912
DLX5 HMX1 0.0739830234116
