source target similarity
NRF1 POU2F1 0.0058835548782
IRF8 STAT5A 0.00550030699716
CHURC1 VDR 0.00527054565646
CREM HIF1A 0.0034437018575
ZNF143 PATZ1 0.00435191182355
GTF2IRD1 EGR2 0.00555920198969
FOS GBX2 0.0383295492836
EGR3 NRF1 0.00318217920675
DLX1 EGR1 0.00407393518452
NR3C1 CREM 0.00713949261948
NFYC IRF2 0.0040578477836
HSF2 EGR3 0.00450244065639
IKZF1 TCF3 0.00467092890628
DEAF1 MYBL2 0.0177562448369
SSR3 STAT5A 0.00352243421784
NFYC SMAD7 0.00597179788556
HIF1A EBF1 0.0043544467751
MAFB EGR1 0.00410192604994
DEAF1 STAT1 0.00436612052393
MXD4 TFAP4 0.00547578353013
EGR3 HAND2 0.0264691656829
HOXB3 ZNF263 0.00184522164728
RUNX1 NRF1 0.00255683862671
TFAP4 ZNF238 0.00923452779158
GABPA CHURC1 0.0105719118814
EGR1 BHLHE41 0.00636524650775
ZNF148 GABPA 0.00270112908542
ASCL1 DDIT3 0.0106829300932
E2F3 PLK1 0.402970565328
ASCL1 NFE2L2 0.00253081575267
NFYA FDPS 0.0743322712812
GLI3 NHLH1 0.0152749028154
NOTCH1 ASCL1 0.0101316489872
MAFG SOX15 0.0114436211735
MAFB TFEC 0.0601821629978
STAT1 FOXJ1 0.0187560905767
MAD1L1 PRDM1 0.00484466404026
SOX11 MYCN 0.0127959914996
CEBPD NRF1 0.00239983330835
TFAP4 MAFG 0.00385950458398
IKZF1 DLX1 0.0230909948992
DLX2 EGR3 0.00482719063808
RELA VDR 0.00800643161178
ZNF263 NFIB 0.00595349799903
RUNX1 MAFG 0.00339995627991
ZNF263 GLI3 0.00984846418012
TRIM28 ETV4 0.0136061745483
HSF1 MYCN 0.0136668285509
TCF7 TFAP4 0.00511563899645
SOX9 JUNB 0.00520899610701
EBF3 DEAF1 0.00336601576144
IRF2 NFYA 0.00270704631032
ATF1 ETV6 0.00423960702295
SREBF2 NR3C1 0.00433447046348
POU2F1 E2F1 0.00735215138753
ZNF384 GLI3 0.00667217993896
HOXD3 IRF5 0.0047552803493
LMO2 BACH1 0.00487735724662
IRF2 SREBF2 0.00479575835365
ZNF263 CREB1 0.0015901142012
DLX2 GABPA 0.00199490938826
ZNF589 CEBPD 0.00930544782733
HNF4G NFE2L2 0.00203672141104
PATZ1 CEBPD 0.0122310085813
NFE2L2 POU3F3 0.00731646827372
SIRT6 ZNF143 0.00116545686676
SMAD1 POU3F3 0.00645957852436
ELK3 JUNB 0.0047580812604
JUNB TCF3 0.0041694328931
EGR3 NFYC 0.00422042652638
LMO2 TCF7 0.00707009840132
ELK3 EGR2 0.00475103024553
GTF2IRD1 EGR3 0.00524525868179
JUNB DLX5 0.0505371617503
NFYA MXD4 0.00470152747303
PATZ1 GBX2 0.0397749568876
FOXM1 SOX9 0.00675096730124
SOX15 EGR3 0.00439738614447
HOXB3 MEF2A 0.00285010363786
E2F1 STAT3 0.0041303184404
EGR3 NFIX 0.00540416472873
CCL2 CTNNB1 0.00172040621364
EGR2 HIF1A 0.00525067261398
E2F3 TP73 0.0246511003309
RFX4 EGR2 0.00427895809204
SP1 TRIM28 0.00405361858517
FOS STAT2 0.00554597301616
ELK3 PATZ1 0.00349719051482
NKX2-5 BACH1 0.0044988418008
GLI3 FOS 0.0076894598028
CEBPB GTF2IRD1 0.0051061322863
IKZF1 MEF2A 0.00376517238634
GABPA NFYA 0.0023447448046
VDR TRIM28 0.00288088180681
GLI3 TCF3 0.0043817121422
NFE2L3 FOS 0.00594816725735
HSF2 EGR2 0.00476476858126
SPI1 HAND2 0.0230103310203
EGR1 RARA 0.0089762172058
E2F2 NFYA 0.00225413779035
ELF1 CREB1 0.00137081624434
PRDM1 HBP1 0.00354421165624
SP1 ATP1A3 1.03539114437
SOX15 MAFB 0.00948052234839
IRF8 EGR3 0.00595640594694
EGR1 ARNTL2 0.0139545811076
MEF2A DLX5 0.0483004987058
SOX12 EGR1 0.00407927243638
POU4F1 DEAF1 0.0026724338697
CEBPB POU2F1 0.00693522637095
NFKBIA RBPJ 0.00197934420176
PRDM1 DLX5 0.0490002185346
ELK3 ZNF148 0.00141039770205
LMO2 E2F1 0.00705933687801
JUNB NFYC 0.00312835090063
THRB IRF5 0.00482312880891
ELF1 DDIT3 0.0105470814035
DLX1 RARA 0.00573584361889
ZNF263 SIRT6 0.00920989880216
RELA ADORA2A 0.582752939819
FOS TCF3 0.00476027746174
CCL2 TCF7L2 0.00817762571776
NFYC E2F1 0.00785609810839
ESRRA STAT1 0.00358187087321
HBP1 SP1 0.0010624356499
STAT1 EGR2 0.00693754170361
GLI3 MYCN 0.0160276077853
RUNX1 CIZ1 0.00825639243807
ELF1 IRF8 0.00738565068726
RUNX1 CEBPB 0.00585840843564
NFYC SRF 0.00366913526887
ELK3 IRF2 0.00325208415296
NFIX IRF5 0.00564818618029
ARX STAT3 0.00197494856402
IKZF1 PATZ1 0.00538882726686
SPI1 RELB 0.00535671139903
NHLH1 MAFG 0.00351433507173
NR3C1 STAT1 0.00388066486087
E4F1 IRX5 0.0151775834385
EGR3 EBF3 0.0348196260855
CTNNB1 HTRA1 1.05298598845
REST SOX4 0.0240051902609
STAT5A PATZ1 0.00471026543744
HAND2 EBF1 0.00405147374789
TFAP4 CEBPB 0.00686715791633
MAD1L1 SP1 0.0010510799617
RARA NR3C1 0.00346125456798
PATZ1 ASCL1 0.0159474403303
E2F2 REST 0.00424169613325
RELB E2F2 0.0198748211164
MEF2A ITGB2 0.0147641230336
HAND2 MXD3 0.00766683599877
IRF1 MEF2A 0.00364331393499
CREB1 BACH1 0.00522902040978
LMO2 IRF2 0.00365082592814
TRIM28 MEF2A 0.00403890647883
POU3F3 GABPA 0.00211920545682
REST GATA2 0.00686413024582
NHLH1 SP1 0.00138964136467
HAND2 ZNF263 0.00215333065384
EBF1 CUX1 0.00380228588583
EN1 SP1 0.000761131606038
ONECUT2 NFIX 0.00318539233168
CREB1 IKZF1 0.00709343905337
TRIM28 SRF 0.00422947232544
PRDM1 MXD3 0.00744340300991
ZNF263 ZNF148 0.00260073758676
EGR1 RFX4 0.0153990548149
FOS BACH1 0.00593328842915
PATZ1 NRF1 0.00295571025424
SOX9 NFYC 0.00270363218856
SMAD5 PATZ1 0.00337166362594
MAZ ETV6 0.00522978205396
BIRC5 E2F3 0.00457409296609
NR3C1 RARA 0.00668020246241
RELB EGR2 0.00540137480363
CCND1 FOXO1 0.00169731502541
TCF7 FOS 0.00535622702741
HOXB3 BHLHE41 0.00368995359255
ZNF143 FOXJ1 0.017632849712
CEBPB IRF2 0.00397125752297
ZNF148 SMAD7 0.00695237345631
THRB BHLHE41 0.00378104395913
IRX5 HIF1A 0.00342960643292
RBPJ S100A10 2.37691921555
ZNF217 E2F1 0.00485448712763
SREBF2 MAFB 0.011604940193
FOS ZNF263 0.00296611098331
NFE2L3 VDR 0.00658475149109
DEAF1 ASCL1 0.0142409293419
NFIX STAT5A 0.00517731251789
PCYT1A SREBF2 0.00252343022198
FOXO1 IRF1 0.00487261690763
POU4F1 EBF1 0.00347230089487
FOXO1 MCM5 0.198148256717
CEBPB TCF3 0.00395044496093
RBPJ ADAM19 0.680915167328
ARNTL2 DLX2 0.0216703242607
JUNB EGR1 0.00582034318813
PATZ1 RFX2 0.0143415096903
HELLS E2F1 0.00411900954348
MAD1L1 BHLHE41 0.00426265992979
TFAP4 STAT5A 0.00619214050589
E2F2 JUNB 0.00491670332933
POU3F3 PRDM1 0.00508243783687
NHLH1 HAND2 0.0226409425558
ESRRA MAZ 0.00342398510815
FOXO1 BAX 0.228004588991
NHLH1 RARA 0.00698248597022
EGR2 POU3F3 0.00913476779863
TRIM28 ZNF263 0.00324692924349
ETV6 IRF5 0.00474997512016
ITGB2 EGR3 0.00389493577754
NKX2-5 NFE2L3 0.00860313026587
VDR CUX1 0.0041929903444
MAFG JUNB 0.00574314617767
GABPA PATZ1 0.0040799392039
SREBF2 E2F3 0.0077341440315
GLI3 RELA 0.00157647306992
SIRT6 TBX5 0.0234279900853
TBX3 CTNNB1 0.0015708937823
E2F1 EGR1 0.00770469590968
ZNF589 SP1 0.00105371634825
TRIM28 TCF3 0.00522355753255
FOXJ1 ZNF143 0.0013657567221
MAZ CREM 0.00865986421664
IRF1 SP1 0.00146835289015
THRB ZNF148 0.00148756237834
PTTG1 E2F1 0.00418948092509
SOX8 EGR2 0.00422459602052
NFIX FOS 0.00638360669837
ETV4 NHLH1 0.0116559181205
ZNF148 RFX4 0.0144418534503
BACH1 VDR 0.00683981416058
MEIS2 THRB 0.00784240860558
SREBF2 TFAP4 0.00822452947635
E2F3 FGF2 0.615989830358
SP1 MCL1 0.155112345842
NKX2-5 CUX1 0.00335331170901
IRF5 IRF8 0.00895849074044
CEBPD TCF3 0.0034859502359
VDR EGR1 0.00734534351626
TRAF2 FOXO1 0.00160989647068
SOX4 NFYA 0.00211780256012
ETV7 CREB1 0.00121724836499
MAFG ZNF263 0.00222876320569
FOXJ1 EGR2 0.00518095215767
NFIB RFX2 0.0126726643248
ELF1 MAFG 0.00333211227011
SRF GTF2A2 0.0123030778163
ETV7 IRF5 0.00520196560745
VDR MAZ 0.00504345173883
NHLH1 ONECUT2 0.0450450673752
NHLH1 TCF3 0.00427516379037
E2F3 ATF1 0.00303491088502
CCNE1 HBP1 0.00280766288343
SREBF2 E2F2 0.0234981831907
FOS ZNF217 0.0157091425781
EGR3 SOX13 0.0264934896745
TRIM28 ATF6 0.00451601930156
RELA HOXD3 0.0210082873619
E2F3 PATZ1 0.00431051356413
E2F3 FOS 0.00641045624284
TBX5 ZNF238 0.00844549387385
GABPA AURKA 0.498977646042
EGR3 SMAD7 0.00776237442595
ZNF589 POU3F3 0.0064386167125
ZNF354C TCF3 0.00216842258137
FOXM1 ATF1 0.00296833176104
CTNNB1 APP 0.267605904551
CEBPD ITGB2 0.0146502980861
REST SOX11 0.0180439708758
THRB MAZ 0.00301633215923
MAZ NHLH1 0.0181518438288
GATA2 SPI1 0.00443425042556
SREBF2 ACSS2 0.101519289679
EBF3 FOXO1 0.00252726928588
ZNF238 IRF1 0.00374050923179
CTNNB1 LRP1 0.329381988869
SREBF2 TCF3 0.00515715544736
RBPJ RARA 0.00648404134288
BHLHE41 MYCN 0.0166061760232
SOX12 ZNF143 0.00134756285715
HSF2 POU4F1 0.0416035549595
STAT5A HINFP 0.00660936336591
SOX8 VDR 0.00549276170718
ZNF238 NR3C1 0.00322317762246
TBX5 CEBPD 0.0100863919724
BRF1 GLI3 0.00568929479002
MAD1L1 NFE2L2 0.00235096879061
IKZF1 RARA 0.00744792114814
RFX4 SP1 0.00085105381608
VDR ASCL1 0.0158588246436
FOS CREM 0.00811420107658
ARNTL2 RELA 0.00116917390944
STAT3 SOX12 0.0131594474782
CREM GATA2 0.00564917922383
RARA SP1 0.00117078847059
PLA2G6 SREBF2 0.00248646087486
TFAP4 SOX12 0.0128927934813
STAT1 MAFB 0.0106269088817
SOX15 STAT5A 0.00458219949642
FOXJ1 DLX1 0.0200345299728
E2F1 TP73 0.0286178716912
TFCP2L1 SP1 0.000947401083612
GLI3 CUX1 0.00393178936987
ETV4 NFIX 0.00340893555409
NRF1 DDIT3 0.00967525689551
ZNF350 ELK3 0.00994211087659
CREB1 CPD 0.484445022422
EGR2 VDR 0.0114580681975
FOS SOX13 0.0246707985168
CREB1 NFYA 0.00265345653324
RELA SAA2 2.11084387351
IRF2 NFYC 0.00310520285317
RBPJ NRF1 0.0024744029354
RARA ATF1 0.00298981415986
HIF1A EGR3 0.0057129829839
ETV7 FOXJ1 0.0169826945697
STAT1 CHURC1 0.0112338369005
ESRRA FOXO1 0.00239401948075
NHLH1 CEBPD 0.0107098833222
SP1 PLAUR 0.379506665853
ATF1 E2F3 0.00609996966505
MAZ EGR2 0.0095621628069
ZNF350 MAFB 0.00901867915461
EGR1 FOS 0.00981487449711
IKZF1 EGR2 0.00750725842324
FOS TFCP2L1 0.0180005254175
FOXO1 RUNX1 0.0126959506713
CHURC1 SP1 0.000843862040331
SRF PATZ1 0.00418627848724
E2F1 CUX1 0.00643126309835
BHLHE41 PRDM1 0.00585497379402
PRDM1 ASCL1 0.0136217638228
TCF3 RARA 0.00835441238808
SREBF2 CUX1 0.0042333946622
IRF5 ZNF148 0.00188992785985
LONP1 STAT1 0.00247693216015
EGR3 SOX8 0.0262050485402
HOXB3 EGR1 0.00404477646241
SREBF2 IRF2 0.00467103122224
E2F1 DTL 1.55156227629
HOXD3 TCF3 0.00295474791584
BHLHE41 TBX5 0.0325391249997
SOX8 PATZ1 0.00319765955364
EGR1 RFX2 0.0151377893834
SP1 ITGA2 0.54285829843
HAND2 DEAF1 0.00322209565658
ATF1 RFX4 0.0127483364228
SRF FOXM1 0.0119998464788
SP1 FOXM1 0.0190541169204
HAND2 SMAD7 0.00550050202635
ASCL1 TCF3 0.0038121538546
ASCL1 PRDM1 0.00506951643278
SATB1 SP1 0.000704574509425
ARNTL2 HOXD3 0.0180774894509
DDB2 E2F1 0.0041446723492
REST SOX13 0.0246612090645
CEBPD HOXD3 0.0195858195516
IRF5 EGR3 0.00606793526793
CXCL2 RELA 0.000916956602279
CYBB SPI1 0.00265618839279
TCF3 VDR 0.0103311557939
PRDM1 NRF1 0.00256741298926
DDIT3 TCF3 0.00344514991962
ZNF148 SRF 0.0043415889389
ATF1 ZNF148 0.00164656394472
IRF1 STAT3 0.00327473053727
GLI3 NFE2L2 0.00293741882636
PATZ1 POU2F1 0.00853069843727
RUNX1 VDR 0.00736872255347
NKX2-5 CREB1 0.00113117244699
DEAF1 RARA 0.00716701095721
ETV4 EGR3 0.00445026837286
EBF3 PATZ1 0.00415556660847
STAT3 MAD1L1 0.00622341561812
FOS PRDM1 0.00633707948284
IRF2 CREM 0.00745528051773
HAND2 REST 0.00457706164474
PAX3 SPI1 0.00371709312864
STAT1 POU2F1 0.00727202109195
HOXB3 TRIM28 0.00173345089502
HIF1A GLI3 0.00718053365559
MEIS2 HOXD3 0.0193119784474
FOXO1 SQLE 0.233814880586
NHLH1 VDR 0.00804386439651
AKT1 CTNNB1 0.00170674808988
DEAF1 RBPJ 0.00292013024349
FOXO1 GADD45A 0.271824829454
CEBPB EGR3 0.00599650402899
RELB ONECUT2 0.0423681415461
THRB SPI1 0.00389418685409
TBX5 STAT3 0.00274028589906
IKZF1 JUNB 0.00647300694456
E2F1 DIRAS3 0.736259478917
RBPJ ASCL1 0.0136025825834
NFYC ZNF148 0.00196981134883
IRF8 HIF1A 0.00381983101346
CHURC1 RUNX1 0.0092350502577
HAND2 LMO2 0.00602577684421
EGR1 TBX5 0.0417384245194
THRB ZNF263 0.00195573443479
E2F2 FOS 0.00562708997363
RELA RARA 0.00705086105627
SRF NFIX 0.00379955155384
CEBPB POU4F1 0.0461958009355
LMO2 CTNNB1 0.00182531336999
E2F1 HAND2 0.0236372073135
EBF1 ETV7 0.0156488919102
STAT3 NR3C1 0.00425479298632
SOX13 PATZ1 0.003249279405
REST BHLHE41 0.0051365671692
NFE2L2 TFAP4 0.00718178809915
EGR2 NRF1 0.00318814442523
E2F1 HSF2 0.00682148272347
TRIM28 NFIB 0.00583274997197
SOX4 EGR2 0.00464075533337
GTF2IRD1 POU2F1 0.00630804998187
EBF3 MAFB 0.0103198166646
CTNNB1 MLLT10 0.23972847937
ZNF238 NFYA 0.00220087071988
MEF2A GTF2IRD1 0.00496840542147
BHLHE41 IRF5 0.0060305356342
TRIM28 IRX5 0.021397780144
GLI3 ZNF217 0.0153067241499
EGR3 POU3F3 0.00909304957526
NFIB GLI3 0.00729882832612
FOS DLX5 0.0547891888294
IRX5 FOXM1 0.0113751233852
SOX13 DDIT3 0.0093664216393
TFCP2L1 IRF1 0.00340911882654
CTNNB1 GLI3 0.00641301634412
ZNF217 NFE2L2 0.00188393733406
POU2F1 CREB1 0.00129599197349
GTF2IRD1 IKZF1 0.00634454258357
EBF1 JUNB 0.00580346403504
EGR2 ETV6 0.00546148253332
NKX2-5 EGR2 0.00490055429144
THRB NFIB 0.00421642836593
SOX15 GTF2IRD1 0.00456385270851
NKX2-5 DEAF1 0.00303325070921
NFIX ETV4 0.0123271130007
CTNNB1 MEOX2 2.4396044582
E2F1 ZNF350 0.00520911990427
STAT5A EBF1 0.00466469249478
STAT2 RARA 0.00584828258138
JUNB RELB 0.00510372596271
RBPJ JUNB 0.00533677062928
IRF5 RARA 0.00676175018347
SPI1 GABPA 0.00258541467523
ZNF263 ASCL1 0.0160312688924
SOX15 MEIS2 0.00843116510305
STAT3 IFI16 1.33061381075
CREB1 FOXO1 0.00294030999836
FAS EGR1 0.002613632081
VDR FOS 0.00863708429397
ZNF238 SREBF2 0.00390355015002
LMO2 EN1 0.0349644669016
DLX2 LMO2 0.00564721681286
GABPA BHLHE41 0.00410687973811
CEBPD ARNTL 0.021527843506
EGR1 STAT3 0.00460061930769
E2F2 STAT2 0.00479396804742
SOX8 RARA 0.00560719855823
TP73 NFE2L2 0.0021714650359
IRF8 TBX5 0.0313447328242
NFYA GABPA 0.00231845725444
EGR3 DDIT3 0.0143527146552
TFAP4 GABPA 0.00244235715341
TFAP4 TRIM28 0.00265986244578
E2F1 CDC6 0.164431613593
POU2F1 GBX2 0.0376892140562
CREB1 EN1 0.0371222158855
NFIB TRIM28 0.00214068651602
SOX15 IKZF1 0.00557664759823
E2F1 MCM8 0.337905684601
POU3F3 IKZF1 0.00632591563319
NFIB IKZF1 0.00662073450953
LMO2 MXD3 0.00711249988237
TFAP4 SMAD1 0.00557670669773
LMO2 MYBL2 0.0161484471166
CTNNB1 SMAD7 0.00565845550118
EGR3 ELK3 0.0135492438269
DLX2 BRF1 0.00528203669868
ZNF589 POU4F1 0.0430478737968
GATA2 E2F1 0.00689348015929
FOXO1 BIRC3 1.46532879443
NR3C1 REST 0.00500611276419
MYBL2 E2F1 0.00592905992527
HSF1 ZNF143 0.00143918727782
FOXJ1 E2F1 0.00619304634874
PRDM1 SOX4 0.0226484430601
PATZ1 POU4F1 0.0519586678333
LMO2 MAZ 0.0034666025369
ZNF263 NRF1 0.00295971586713
CEBPB STAT3 0.00350769387582
TCF7 STAT3 0.0026440821157
DLX2 ELF1 0.00542285063051
TFCP2L1 ZNF238 0.00725207539848
CUX1 NFE2L3 0.00862254486406
ZNF217 MAFB 0.00856962766517
NRF1 VDR 0.00614931021816
IRF2 EGR1 0.00578003970524
E2F1 PRDM1 0.00661692405989
NKX2-5 TRIM28 0.00184234522949
ONECUT2 SP1 0.00083036115021
HIF1A VDR 0.00724283084099
GTF2IRD1 MYBL2 0.0161470540411
EN1 FOS 0.00469067931821
E4F1 STAT3 0.00202777579203
STAT3 SIRT6 0.00928671757713
POU2F1 GTF2IRD1 0.0050553760447
GATA2 DLX5 0.0471135900432
IRF8 EBF1 0.00452848390151
SP1 GABPA 0.00477804766562
IRX5 EGR3 0.00479534435563
ZNF589 DLX1 0.0205635729471
RARA BHLHE41 0.00418732889881
SOX8 ZNF263 0.00171843178754
VDR MAFG 0.00411871599636
MEF2A E2F1 0.0071416857881
IRF2 TBX5 0.0327769718486
ZNF350 SOX12 0.010470222097
TCF3 BACH1 0.00620349261862
CREB1 HNF4G 0.0234803573489
EBF1 SOX9 0.00743664552877
NRF1 ESRRA 0.00325797867114
IRF5 IRF2 0.00457976009135
HP STAT3 0.00167509660138
PATZ1 SP1 0.00186410294972
FOXJ1 ETV7 0.0139090013148
RELA RFX2 0.0133248189847
LGALS3 RUNX1 0.00756086964665
NHLH1 IKZF1 0.00724550972433
GABPA TFAP4 0.00600505725943
POU3F3 DEAF1 0.00326349512304
ZNF263 HBP1 0.00410193676564
STIL E2F1 0.00411900954348
FST TCF7L2 0.00819016677171
DEAF1 MAD1L1 0.00567224550912
MYCN BHLHE41 0.00452267620702
E2F1 GABPA 0.00290936616329
E2F3 GLI3 0.00747084590149
EGR1 GLI3 0.0111277952174
CREB1 HERPUD1 0.217512560183
EGR3 REST 0.00787226827712
TFRC CREB1 0.00084444600981
ZNF263 ZNF384 0.00346795060974
GABPA ZNF384 0.00284186500145
RBPJ SREBF2 0.00411888127915
TBX5 GATA2 0.00615109156756
ZNF263 ETV6 0.00507009720659
DUSP4 FOXO1 0.00160989647068
NFIB STAT1 0.00382844724086
CDKN1A CDC25A 0.339540640634
RBPJ FOS 0.00618700261191
CUX1 RARA 0.00599063233716
TCF3 SRF 0.00446443652793
HSF1 DLX5 0.0454679687112
E2F3 SP1 0.00133059431948
RFX4 RELA 0.00111858639898
DLX1 FOXJ1 0.0159765076496
ELK3 EGR1 0.00412822203581
PLK3 E2F3 0.00450232049636
ZNF143 TP73 0.0226086861746
GLI3 CTNNB1 0.00189948318638
EGR3 FOS 0.00960915898407
BACH1 MAFG 0.00359989517203
BRF1 REST 0.00366269260012
SMAD5 NRF1 0.00219466502354
REST FOXJ1 0.0199236159687
CDKN1A SMAD1 0.00448302234991
EGR3 TCF7 0.00873200817937
NR3C1 BACH1 0.00515951704623
NHLH1 EBF3 0.027080150184
ZNF148 E2F1 0.00952238755474
TBX5 PRDM1 0.00533387424139
NHLH1 E2F1 0.00759195119476
VDR SOX13 0.0251544536608
HOXD3 IKZF1 0.00551989724836
NFIB CREB1 0.00126608698086
ONECUT2 TRIM28 0.0015923064543
MYCN JUNB 0.0052226493063
CTNNB1 AATF 0.648271465237
EN1 TRIM28 0.00150222844181
MEF2A MEIS2 0.00944653251783
CEBPB GABPA 0.00226224638046
FOS REST 0.00604088765417
E2F2 ESRRA 0.00338946246704
FOXO1 MEIS2 0.0104572898651
ELF1 ITGB2 0.0147222872456
REST SOX8 0.0245349100804
E2F3 E2F1 0.0224649203947
STAT3 CTNNB1 0.00283440683516
SP1 RB1 0.0240443882407
ZNF148 NR3C1 0.00438769177763
SP1 ETV6 0.00599240214239
SP1 ITGAM 1.21719230596
GLI3 HINFP 0.00633309536472
EBF1 TCF3 0.00407744296542
MAFB CREB1 0.00111927087979
SOX8 SP1 0.000835540106937
SPI1 PAX3 0.0286772655319
DLX5 MEF2A 0.00292053597001
NFE2L3 JUNB 0.00518070790454
POU2F1 ETV6 0.00435108913827
EGR2 NFYA 0.0038198158222
RELA ZNF263 0.00263705326419
SOX9 EGR2 0.00545605522539
REST NR3C1 0.00417993182637
MAZ IRF1 0.00563516131863
PATZ1 TFAP4 0.00856766460319
FBXO5 E2F2 0.015873197864
EGR2 E2F2 0.0255478076109
EGR3 ARNTL2 0.0136342428822
STAT5A ZNF148 0.00187665728107
JUNB ZNF263 0.00256888805697
GTF2IRD1 STAT5A 0.00508772920384
RBPJ PSEN1 0.0916845909103
HBP1 SOX13 0.0211280345199
PCYT1A E2F1 0.00415716917031
RELB RARA 0.00609271264116
ARNTL2 CREB1 0.00107426458238
IRF1 ESRRA 0.00396031180282
ETV7 TFAP4 0.00584123532099
EGR3 STAT3 0.00440045673662
MAFG TFAP4 0.00637711110312
RUNX1 MEF2A 0.00337986724315
E2F1 POLD1 0.229733608988
SOX4 ZNF263 0.0018565009067
NFE2L2 TCF7 0.00756386286107
LMO2 SP1 0.00122330801993
GBX2 ZNF350 0.00389485125708
CCNA2 E2F1 0.0041347864011
SATB1 HSF2 0.00499858716972
STAT1 NFYC 0.00311270427421
PAX3 EGR2 0.00462543148697
SREBF2 MYBL2 0.0190318268491
FOS EGR2 0.0075634329389
HINFP DEAF1 0.00263348876181
FOS CREB1 0.00150661836764
NFE2L2 ELK3 0.0117475409687
MAZ ZNF143 0.00202068930166
HOXD3 ETV7 0.0133755673626
RBPJ SP1 0.00148839049355
SOX12 ZNF148 0.00141451255561
ETV6 MEF2A 0.00282466552337
CEBPB FOXM1 0.0127596315544
E2F3 SMAD5 0.00455808393526
MEF2A HOXB3 0.0200456423281
E2F1 CDK1 0.16596312933
NFYC PRDM1 0.00564387639366
EGR1 NFYC 0.00432783993519
CREB1 PATZ1 0.00458097541699
TFAP4 NHLH1 0.0160344120645
SREBF2 FOS 0.00851969235347
IRX5 ELF1 0.00542299517544
EBF3 ZNF354C 0.0324389953357
IRX5 JUNB 0.00495655852185
TCF7 TAGLN 0.120929599647
POU2F1 HBP1 0.00348441753963
SP1 TCF3 0.00716850781805
SOX11 NHLH1 0.0118388004478
PAX3 DEAF1 0.00290133465126
CEBPD ZNF589 0.00605653030918
EGR3 ZNF384 0.00367314035628
EGR3 CREB1 0.0017528091327
CASP3 FOXO1 0.00163745898535
CEBPB IKZF1 0.00687839916968
RELA ONECUT2 0.0454842967593
GLI3 SOX11 0.0171688510016
NFE2L3 EGR3 0.00488921970651
GTF2A2 GABPA 0.00172404774168
TRIM28 FOXO1 0.00313124849923
DDIT3 TFCP2L1 0.015622698822
IRF1 STAT2 0.00540316803155
ASCL1 HSF1 0.00389467747663
HINFP TCF3 0.00252822467833
EGR1 ARX 0.0320477614562
IRF1 GLI3 0.00833960784888
TCF7 CTNNB1 0.00485261140545
SMAD1 NFIB 0.0045424772969
NFYC ESRRA 0.00389654883025
TCF7L2 NAIP 0.615313541379
GLI3 IKZF1 0.00777434824159
ONECUT2 TFAP4 0.00485804015545
CEBPB TFAP4 0.00693759814587
GABPA CEBPD 0.010131678515
MAD1L1 SPI1 0.00403105425076
DEAF1 MXD3 0.00769029663234
TCF3 CREB1 0.00168299118408
NOTCH1 MYH11 0.88819285366
IRF8 MAFG 0.00341177045681
E4F1 CREB1 0.000993314604006
MEF2A IKZF1 0.0067779491334
SPI1 ETV6 0.00481037539212
DEAF1 EGR1 0.00622173281461
E2F3 ASF1B 0.251519916402
ATF1 MXD4 0.00432415237672
GATA2 ZNF350 0.00444559210616
MXD3 SPI1 0.00426861201522
SPI1 REST 0.00621038823216
FOS E2F3 0.00734619443149
E2F2 GBX2 0.0368683073297
VDR GATA2 0.00730040340562
DLX2 NHLH1 0.0123705261161
ITGB2 EGR1 0.00356883628085
RELB RELA 0.00162567517168
PATZ1 STAT3 0.00394723838177
VDR STAT5A 0.00657256858916
EBF3 IRF5 0.00546478593671
NHLH1 MEIS2 0.00979029202171
CTNNB1 PLA2G2A 5.40456921373
HSF1 DLX2 0.0240616322329
E2F2 PLK4 0.349347605759
GLI3 EGR1 0.00624688128319
CREM IRX5 0.0169634900002
STAT5A CHURC1 0.0113127322847
GABPA TRIM28 0.00207196174405
IRF5 HOXB3 0.0207010663382
RARA VDR 0.00707969201659
GTF2IRD1 SOX11 0.0158068961725
EGR1 RB1 0.0226688803245
RFX4 ATF1 0.00261195055348
MEF2A ELK3 0.0110670883066
ELK3 POU2F1 0.00567288118517
IRX5 ZNF263 0.00198559819061
ELF1 TCF3 0.00386258229238
HIF1A EGR2 0.00610115055401
NFYA HSF2 0.00620203293825
ETV7 TP73 0.0221995399186
ZNF589 MAFB 0.00949110067978
SREBF2 E4F1 0.00883068356559
RELA TFAP4 0.00686205137226
ARNTL2 FOS 0.00521767558319
MYCN RARA 0.00636217216525
ATF1 GATA2 0.00606302294143
EGR2 FOXM1 0.016215621792
CEBPD STAT3 0.00270664668323
CDKN1A NOTCH1 0.0195492258096
GTF2IRD1 NFYA 0.00231372474054
NFIB CUX1 0.00362302800994
CHURC1 RELA 0.00111999018183
RELB NFYC 0.00268282165804
NRF1 EGR1 0.00435521780721
ZNF238 SMAD7 0.00539160412809
FOXJ1 REST 0.00426592456218
PTGS2 CREB1 0.000860343527816
IRF1 VDR 0.00833998899527
EN1 E2F1 0.005049464789
HSF1 POU2F1 0.00628708717902
TFCP2L1 E2F1 0.0057960187659
ZNF263 MAFG 0.00405496429281
ZNF384 CEBPD 0.00947671052706
BHLHE41 IRF8 0.00778708680042
EGR2 NR3C1 0.0047389833763
STAT3 RBPJ 0.00317257534066
EBF1 RFX2 0.0130251541214
ETV6 IKZF1 0.00543384751065
